provenance,domain,method,setting,split,agreement_pct,lower_pct,upper_pct
SIMULATED,TD-SV1,Static judge,Reuse,OOD,68.5028248559322,64.26200557351696,72.31638417012711
SIMULATED,TD-SV1,Static tools,Reuse,OOD,69.88795518487395,66.24649859663865,73.39285717289916
SIMULATED,TD-SV1,Prompt optimization,Reuse,OOD,69.3277310840336,65.12605047815126,73.2492996894958
SIMULATED,TD-SV1,Program search,Reuse,OOD,73.611111125,69.86111111625,77.50000001666668
SIMULATED,TD-SV1,ERA,Reuse,OOD,71.98879549579831,68.62745097457983,75.49369748214285
SIMULATED,TD-SV2,Static judge,Collect,OOD,66.52661061344538,62.18137248382353,70.86834727815126
SIMULATED,TD-SV2,Static tools,Collect,OOD,68.05555554166666,63.750000008125006,72.22222222520833
SIMULATED,TD-SV2,Prompt optimization,Collect,OOD,67.50700279831932,63.865546201260514,71.14845932815126
SIMULATED,TD-SV2,Program search,Collect,OOD,70.86834733613446,66.8067227222689,74.78991594957984
SIMULATED,TD-SV2,ERA,Collect,OOD,73.74999999166666,69.57986110374999,77.91666661770834
SIMULATED,TD-SV3,Static judge,Reuse,OOD,72.68907557142859,68.34383747415967,76.61414560945379
SIMULATED,TD-SV3,Static tools,Reuse,OOD,73.05555551666667,69.72222219145834,76.24999995833333
SIMULATED,TD-SV3,Prompt optimization,Reuse,OOD,74.86111108333333,71.24652776999999,78.61111106666667
SIMULATED,TD-SV3,Program search,Reuse,OOD,73.61111112500001,70.27777782479167,77.08333328395834
SIMULATED,TD-SV3,ERA,Reuse,OOD,74.58333331666667,70.83333331625,78.194444425
SIMULATED,TD-SV4,Static judge,Reuse,OOD,67.36694683193276,63.581932794327734,71.56862747962184
SIMULATED,TD-SV4,Static tools,Reuse,OOD,72.08333329166668,68.33333328312501,75.69444440020834
SIMULATED,TD-SV4,Prompt optimization,Reuse,OOD,70.2279201965812,66.09686608504275,74.36253556965812
SIMULATED,TD-SV4,Program search,Reuse,OOD,70.76271183050848,66.8079095845339,74.4350282118644
SIMULATED,TD-SV4,ERA,Reuse,OOD,80.25210078991596,77.17086827710084,83.47338928592437
SIMULATED,TD-SV5,Static judge,Collect,OOD,66.11111109166666,62.916666649999996,69.30555554166666
SIMULATED,TD-SV5,Static tools,Collect,OOD,70.83333334166666,67.22222226645833,74.72569446354167
SIMULATED,TD-SV5,Prompt optimization,Collect,OOD,71.52777770833335,67.63888883312501,75.13888877541667
SIMULATED,TD-SV5,Program search,Collect,OOD,72.08333330833334,67.91666664104167,76.11111105833334
SIMULATED,TD-SV5,ERA,Collect,OOD,74.02777774166668,70.27777774979165,77.78124998750002
SIMULATED,TD-SV6,Static judge,Collect,OOD,69.444444425,65.27777775729166,73.611111084375
SIMULATED,TD-SV6,Static tools,Collect,OOD,67.91666666666667,63.750000025,72.08680557104165
SIMULATED,TD-SV6,Prompt optimization,Collect,OOD,70.27777770833335,65.97222215791668,74.44791660416669
SIMULATED,TD-SV6,Program search,Collect,OOD,69.99999998333334,66.3888889,73.611111066875
SIMULATED,TD-SV6,ERA,Collect,OOD,71.32768362711863,67.65183620699152,75.0000000256356
SIMULATED,TD-IG1,Static judge,Reuse,OOD,72.08333329166668,67.91319435458333,75.97222213437502
SIMULATED,TD-IG1,Static tools,Reuse,OOD,70.3081232184874,66.6666666554622,73.80952373991597
SIMULATED,TD-IG1,Prompt optimization,Reuse,OOD,72.88135591525425,68.22033896567797,77.12217514046611
SIMULATED,TD-IG1,Program search,Reuse,OOD,72.3611111,69.16319442895833,75.55555551666667
SIMULATED,TD-IG1,ERA,Reuse,OOD,76.7507002184874,72.96918762163867,80.11204477394959
SIMULATED,TD-IG2,Static judge,Reuse,OOD,66.66666669166666,62.77430555395832,70.69444444187502
SIMULATED,TD-IG2,Static tools,Reuse,OOD,71.42857140336135,67.92366940819328,74.78991593277311
SIMULATED,TD-IG2,Prompt optimization,Reuse,OOD,71.1484593277311,67.08683466386556,75.07002792457985
SIMULATED,TD-IG2,Program search,Reuse,OOD,73.47222220000002,69.5798610475,77.22222219166667
SIMULATED,TD-IG2,ERA,Reuse,OOD,64.86111111666666,60.83333337375001,68.88888890916667
SIMULATED,TD-IG3,Static judge,Collect,OOD,70.69444438333332,66.24999999041667,74.72222209229167
SIMULATED,TD-IG3,Static tools,Collect,OOD,71.38888885833335,67.22222220791666,74.99999993375
SIMULATED,TD-IG3,Prompt optimization,Collect,OOD,72.77777771666666,69.166666625,75.97222215854167
SIMULATED,TD-IG3,Program search,Collect,OOD,73.30508477118643,70.05296612266949,76.83615817881356
SIMULATED,TD-IG3,ERA,Collect,OOD,79.02777765833335,75.41666655,82.36111100041667
SIMULATED,TD-IG4,Static judge,Collect,OOD,74.1666666,69.86111105000002,78.05555548354167
SIMULATED,TD-IG4,Static tools,Collect,OOD,74.02777774166668,70.83333334104167,77.08333328333335
SIMULATED,TD-IG4,Prompt optimization,Collect,OOD,74.50142445299146,70.7977207519231,77.92022785470087
SIMULATED,TD-IG4,Program search,Collect,OOD,73.52941173109244,69.74789916806724,77.17086829453781
SIMULATED,TD-IG4,ERA,Collect,OOD,77.17086828571429,73.66596633949581,80.53571424768907
SIMULATED,TD-IG5,Static judge,Reuse,OOD,66.9444444,62.77777776583334,71.52777771708335
SIMULATED,TD-IG5,Static tools,Reuse,OOD,67.36694676470589,63.16176467647059,71.42857141176472
SIMULATED,TD-IG5,Prompt optimization,Reuse,OOD,69.18767505882353,65.54621852878152,72.82913160588235
SIMULATED,TD-IG5,Program search,Reuse,OOD,70.30812321008405,66.52661065483193,74.08963578172269
SIMULATED,TD-IG5,ERA,Reuse,OOD,69.86111107500001,65.83333332479168,73.74999995020835
SIMULATED,TD-IG6,Static judge,Collect,OOD,68.33333332499998,64.027777824375,72.22222220854168
SIMULATED,TD-IG6,Static tools,Collect,OOD,69.06779659322034,64.68573441144069,72.5988700088983
SIMULATED,TD-IG6,Prompt optimization,Collect,OOD,67.64705882352942,63.72549021785714,71.84873945483193
SIMULATED,TD-IG6,Program search,Collect,OOD,72.63888887499999,68.61111112458333,76.24999998333332
SIMULATED,TD-IG6,ERA,Collect,OOD,74.02777770833333,70.41666664083334,77.6388888
SIMULATED,TD-TG1,Static judge,Reuse,OOD,73.61111106944445,70.25173610017362,76.62037035416667
SIMULATED,TD-TG1,Static tools,Reuse,OOD,75.11737084507043,71.94835678133803,78.29225345950704
SIMULATED,TD-TG1,Prompt optimization,Reuse,OOD,76.05633797887324,72.1801642778169,79.4630281234155
SIMULATED,TD-TG1,Program search,Reuse,OOD,77.3892772937063,74.23951038129371,80.53904419283218
SIMULATED,TD-TG1,ERA,Reuse,OOD,74.59207457342657,71.32867132832168,78.20512819632867
SIMULATED,TD-TG2,Static judge,Collect,OOD,67.59906754545456,63.986013936538455,71.32867127325176
SIMULATED,TD-TG2,Static tools,Collect,OOD,71.18055553472222,67.9398148328125,74.53703702083332
